Design_Point,radius_1,x_1,y_1,radius_2,x_2,y_2,radius_3,x_3,y_3,Point_Turbine_Velocity,Plane_Turbine_Velocity,Ideal_Turbine_Thrust,Ideal_Turbine_Power,Ringed_Duct_Thrust
44,0.014,0.305,0.607,0.012,0.2,0.61,0.014,0.347,0.612,1.09555,1.07148,802.575,859.946,88.4958
45,0.0245,0.278,0.649,0.0235,0.227,0.62,0.014,0.299,0.608,1.2587,1.30081,802.709,1044.17,289.085
46,0.012,0.185,0.619,0.0175,0.284,0.668,0.021,0.244,0.649,1.09493,1.07712,802.544,864.433,98.8997
47,0.0185,0.2,0.656,0.014,0.345,0.627,0.0185,0.267,0.664,1.10529,1.08963,802.555,874.491,123.794
48,0.0135,0.381,0.643,0.0105,0.257,0.678,0.0115,0.174,0.673,1.09217,1.05416,802.557,846.025,95.2069
49,0.0235,0.224,0.624,0.0195,0.316,0.632,0.0235,0.369,0.633,1.15013,1.14285,802.585,917.235,171.791
50,0.015,0.211,0.667,0.011,0.337,0.609,0.0125,0.264,0.61,1.114,1.09172,802.571,876.184,116.627
51,0.019,0.321,0.645,0.02,0.178,0.658,0.019,0.349,0.611,1.0867,1.05997,802.498,850.624,118.757
52,0.017,0.373,0.618,0.02,0.332,0.659,0.014,0.275,0.639,1.10798,1.0917,802.576,876.17,113.074
53,0.02,0.216,0.65,0.0135,0.273,0.613,0.021,0.33,0.667,1.17625,1.18674,802.619,952.503,210.825
54,0.014,0.184,0.61,0.014,0.179,0.661,0.0105,0.363,0.675,1.05957,1.01935,802.467,817.992,85.6637
55,0.0204,0.25779,0.65134,0.01999,0.28999,0.62294,0.02334,0.18031,0.66164,1.36033,1.43214,802.777,1139.69,432.371
56,0.0208,0.2718,0.64569,0.0213,0.31319,0.6305,0.0224,0.20493,0.65687,1.25437,1.28806,802.718,1033.95,283.254
57,0.02276,0.27814,0.6451,0.01978,0.3193,0.62806,0.02416,0.20518,0.66487,1.27842,1.31397,802.716,1054.75,318.785
58,0.0215,0.31209,0.6465,0.0213,0.2709,0.62887,0.02319,0.21449,0.65906,1.09508,1.08075,802.484,867.283,102.305
59,0.02103,0.24273,0.64558,0.02049,0.34003,0.62937,0.02287,0.178,0.65974,1.10982,1.08283,802.527,868.999,113.852
60,0.02138,0.2639,0.6509,0.0203,0.29853,0.62426,0.02341,0.21595,0.65889,1.23515,1.26627,802.627,1016.34,282.979
61,0.02443,0.27769,0.64871,0.02374,0.23448,0.62014,0.0143,0.2939,0.61003,1.2801,1.31946,802.679,1059.1,335.066
62,0.01939,0.26335,0.65218,0.02147,0.29593,0.62434,0.02218,0.18501,0.65669,1.27569,1.32725,802.706,1065.39,323.357
63,0.02036,0.27165,0.65747,0.02193,0.29641,0.62075,0.02223,0.17223,0.66214,1.37387,1.46355,802.783,1104.92,469.431
64,0.01885,0.25316,0.6472,0.02049,0.28897,0.62656,0.02268,0.19503,0.6535,1.30445,1.36816,802.77,1098.32,344.671
65,0.018,0.25373,0.64386,0.02079,0.29193,0.62955,0.02214,0.20785,0.64977,1.24052,1.27803,802.709,1025.89,265.861
66,0.01825,0.23975,0.64448,0.01971,0.27565,0.62473,0.0237,0.19487,0.65259,1.3663,1.44351,802.778,1128.81,445.156
67,0.01893,0.2612,0.64795,0.0208,0.3005,0.63119,0.02142,0.20006,0.64946,1.32802,1.38918,802.807,1115.25,375.052
68,0.01834,0.26231,0.64753,0.02166,0.30277,0.63298,0.02001,0.20978,0.64309,1.15597,1.15148,802.601,924.179,152.862
69,0.01833,0.26811,0.64711,0.01993,0.3079,0.63619,0.02282,0.20778,0.65391,1.20646,1.21909,802.671,978.531,213.379
70,0.0192,0.26766,0.64146,0.02002,0.30657,0.62506,0.02146,0.20253,0.64968,1.34843,1.41634,802.822,1137.07,409.613
71,0.02027,0.26176,0.6467,0.01841,0.29923,0.62844,0.02145,0.18861,0.64185,1.20746,1.22231,802.656,981.095,229.197
72,0.01867,0.25609,0.64109,0.02117,0.2971,0.62871,0.02061,0.21499,0.65875,1.2157,1.2297,802.642,987.011,242.7
73,0.01832,0.27262,0.64551,0.02139,0.31106,0.62693,0.02338,0.19701,0.64529,1.20344,1.2259,802.664,983.988,225.376
74,0.01815,0.26702,0.65163,0.01981,0.29859,0.62552,0.02187,0.22266,0.64871,1.22145,1.25005,802.67,1003.38,257.471
75,0.01898,0.25677,0.64279,0.02112,0.29896,0.63395,0.0221,0.1721,0.64924,1.16232,1.15667,802.682,928.435,168.655
76,0.01987,0.26364,0.64433,0.02074,0.30544,0.6319,0.02288,0.21801,0.64763,1.16398,1.1645,802.558,934.577,225.04
77,0.01723,0.26648,0.64751,0.02046,0.30245,0.62849,0.02135,0.18593,0.65204,1.36125,1.43487,802.826,1141.95,440.756
78,0.01858,0.27996,0.64143,0.01807,0.31296,0.61947,0.02143,0.18144,0.65601,1.29812,1.33869,802.725,1074.6,374.001
79,0.0186,0.24917,0.64787,0.02119,0.28423,0.62334,0.01998,0.19073,0.64619,1.35796,1.43346,802.814,1140.8,414.404
80,0.017,0.25521,0.64297,0.02183,0.28954,0.61908,0.0191,0.18884,0.64189,1.37303,1.45394,802.842,1137.29,432.229
81,0.0148,0.2534,0.6407,0.0227,0.2923,0.6223,0.0181,0.1849,0.6407,1.1941,1.20346,802.643,965.951,201.11
82,0.01777,0.23906,0.65098,0.0205,0.27443,0.6297,0.01803,0.1813,0.64659,1.29729,1.34365,802.753,1078.62,338.056
83,0.01971,0.24377,0.65241,0.01874,0.27583,0.62613,0.0199,0.17804,0.65455,1.2995,1.35558,802.729,1088.16,379.087
84,0.01925,0.2605,0.6437,0.02097,0.28883,0.61105,0.02156,0.17354,0.64468,1.27966,1.3228,802.7,1061.82,338.262
85,0.01612,0.24185,0.64991,0.02274,0.2783,0.62932,0.01953,0.20068,0.64848,1.2432,1.27666,802.703,1024.78,265.566
86,0.01767,0.24355,0.64849,0.0231,0.28065,0.62527,0.01712,0.20583,0.64596,1.36569,1.43939,802.818,1145.57,434.171
87,0.01689,0.28097,0.64904,0.02191,0.246,0.62613,0.01919,0.19038,0.64417,1.07955,1.0482,802.465,841.145,102.097
88,0.01609,0.22562,0.64679,0.02187,0.31278,0.62885,0.01911,0.18742,0.64643,1.14351,1.13787,802.613,913.272,181.16
89,0.01794,0.24784,0.65041,0.02238,0.28668,0.63124,0.02142,0.20548,0.65099,1.35132,1.41897,802.814,1139.17,396.497
90,0.01623,0.22702,0.65537,0.02097,0.26664,0.62631,0.02055,0.18539,0.65181,1.18244,1.18611,802.627,952.007,191.75
91,0.01889,0.23007,0.65385,0.0234,0.26905,0.62901,0.02003,0.18822,0.65155,1.24009,1.26556,802.638,1015.79,296.221
92,0.01659,0.2586,0.64811,0.023,0.29669,0.62904,0.02177,0.2173,0.65028,1.3903,1.46961,802.867,1149.9,442.176
93,0.01621,0.26063,0.65065,0.02271,0.30084,0.63878,0.02191,0.21963,0.65388,1.16562,1.16853,802.609,937.877,178.215
94,0.01549,0.26206,0.64267,0.02431,0.3008,0.62446,0.02102,0.22278,0.64691,1.34684,1.41373,802.67,1134.76,487.155
95,0.01695,0.25035,0.65263,0.02113,0.28707,0.63422,0.02108,0.20974,0.64676,1.33433,1.40421,802.828,1127.34,383.356
96,0.01749,0.25818,0.65372,0.02162,0.29599,0.63516,0.02334,0.20058,0.65047,1.33668,1.3956,802.791,1120.37,389.606
97,0.01771,0.25195,0.65124,0.02076,0.29149,0.63873,0.02004,0.21125,0.65339,1.20181,1.21047,802.619,971.55,250.784
98,0.0172,0.25352,0.65214,0.02126,0.28964,0.63179,0.02133,0.18943,0.63663,1.2341,1.26243,802.702,1013.36,251.65
99,0.0158,0.2464,0.6573,0.0215,0.2812,0.6294,0.0213,0.2097,0.6411,1.16128,1.16369,802.597,933.976,187.043
100,0.017569762,0.250521779,0.646802247,0.021964852,0.29123202,0.634478688,0.021508595,0.190570176,0.641625702,1.1329,1.11579,802.55,895.481,129.409
