Design_Point,radius_1,x_1,y_1,radius_2,x_2,y_2,radius_3,x_3,y_3,Point_Turbine_Velocity,Plane_Turbine_Velocity,Ideal_Turbine_Thrust,Ideal_Turbine_Power,Ringed_Duct_Thrust
44,0.014,0.305,0.607,0.012,0.2,0.61,0.014,0.347,0.612,1.09555,1.07148,802.575,859.946,88.4958
45,0.0245,0.278,0.649,0.0235,0.227,0.62,0.014,0.299,0.608,1.2587,1.30081,802.709,1044.17,289.085
46,0.012,0.185,0.619,0.0175,0.284,0.668,0.021,0.244,0.649,1.09493,1.07712,802.544,864.433,98.8997
47,0.0185,0.2,0.656,0.014,0.345,0.627,0.0185,0.267,0.664,1.10529,1.08963,802.555,874.491,123.794
48,0.0135,0.381,0.643,0.0105,0.257,0.678,0.0115,0.174,0.673,1.09217,1.05416,802.557,846.025,95.2069
49,0.0235,0.224,0.624,0.0195,0.316,0.632,0.0235,0.369,0.633,1.15013,1.14285,802.585,917.235,171.791
50,0.015,0.211,0.667,0.011,0.337,0.609,0.0125,0.264,0.61,1.114,1.09172,802.571,876.184,116.627
51,0.019,0.321,0.645,0.02,0.178,0.658,0.019,0.349,0.611,1.0867,1.05997,802.498,850.624,118.757
52,0.017,0.373,0.618,0.02,0.332,0.659,0.014,0.275,0.639,1.10798,1.0917,802.576,876.17,113.074
53,0.02,0.216,0.65,0.0135,0.273,0.613,0.021,0.33,0.667,1.17625,1.18674,802.619,952.503,210.825
54,0.014,0.184,0.61,0.014,0.179,0.661,0.0105,0.363,0.675,1.05957,1.01935,802.467,817.992,85.6637
55,0.025,0.277,0.649,0.024,0.234,0.62,0.014,0.293,0.609,1.22291,1.24885,802.631,1002.37,249.831
56,0.0242,0.2783,0.6491,0.0233,0.2253,0.6199,0.0141,0.3009,0.6077,1.20153,1.20887,802.612,970.25,225.8
57,0.0246,0.2779,0.649,0.0236,0.2278,0.62,0.014,0.2982,0.6081,1.20948,1.22598,802.626,984.001,249.429
58,0.0245,0.278,0.649,0.0235,0.2268,0.62,0.014,0.2992,0.608,1.26622,1.31056,802.718,1052.01,299.987
59,0.0245,0.278,0.649,0.0235,0.2265,0.62,0.014,0.2995,0.608,1.2525,1.29127,802.692,1036.49,295.951
60,0.0205,0.2448,0.6552,0.0205,0.2863,0.6197,0.0237,0.1776,0.6583,1.22043,1.25164,802.662,1004.64,242.786
61,0.0245,0.278,0.649,0.0235,0.2269,0.62,0.014,0.2991,0.608,1.26333,1.30663,802.719,1048.86,293.026
62,0.0246,0.278,0.649,0.0235,0.2269,0.62,0.014,0.2991,0.608,1.25468,1.28807,802.69,1033.92,285.391
63,0.02448,0.27801,0.64899,0.02347,0.22687,0.62001,0.01399,0.29914,0.60799,1.24126,1.2765,802.688,1024.63,267.602
64,0.0245,0.278,0.649,0.02351,0.22681,0.62,0.014,0.29919,0.608,1.2759,1.31507,802.724,1055.64,301.724
65,0.0245,0.278,0.64901,0.02352,0.22681,0.61999,0.01401,0.29919,0.608,1.21172,1.23575,802.635,991.856,246.733
66,0.01296,0.28513,0.64095,0.01419,0.17694,0.61333,0.01592,0.38224,0.61777,1.10718,1.08076,802.574,867.389,112.989
67,0.01887,0.34601,0.67059,0.01174,0.1962,0.60348,0.01619,0.24988,0.64805,1.08029,1.05441,802.515,846.178,95.1195
68,0.01896,0.35239,0.66725,0.01229,0.1854,0.60528,0.01567,0.28864,0.66006,1.0888,1.06721,802.543,856.479,98.2366
69,0.01428,0.18347,0.63146,0.01516,0.22156,0.65577,0.01301,0.33363,0.62837,1.08161,1.04296,802.525,837.003,79.7928
70,0.0102,0.27326,0.6142,0.01494,0.24088,0.66771,0.01824,0.30973,0.66071,1.14387,1.13299,802.607,909.347,151.907
71,0.01833,0.17977,0.65373,0.01329,0.34026,0.62778,0.01978,0.23324,0.6623,1.08035,1.05626,802.521,847.669,82.8554
72,0.02346,0.32526,0.66106,0.01578,0.34487,0.60609,0.01075,0.21315,0.61756,1.1033,1.0751,802.529,862.795,125.988
73,0.01284,0.38378,0.66636,0.01813,0.26948,0.64276,0.02377,0.32006,0.61994,1.1671,1.17032,802.645,939.35,178.708
74,0.01052,0.28788,0.66098,0.01293,0.19748,0.63572,0.01155,0.16706,0.61312,1.07444,1.03212,802.516,828.295,72.0707
75,0.01501,0.1678,0.61894,0.02317,0.34007,0.63853,0.02371,0.25461,0.61738,1.12168,1.1085,802.531,889.604,138.736
76,0.0242,0.23818,0.61667,0.01966,0.29473,0.63463,0.02265,0.34924,0.63989,1.06884,1.03218,802.456,828.28,66.7693
77,0.01978,0.25887,0.65469,0.02228,0.30427,0.62551,0.02088,0.17611,0.66424,1.19447,1.2058,802.639,967.824,207.936
78,0.0139,0.35107,0.67026,0.01325,0.1869,0.63562,0.0133,0.38605,0.62056,1.09368,1.06114,802.562,851.631,104.955
79,0.02113,0.24599,0.63689,0.02031,0.32512,0.6119,0.0138,0.30668,0.66152,1.14634,1.12935,802.588,906.406,152.848
80,0.0119,0.36592,0.66969,0.01579,0.25306,0.64957,0.02435,0.32522,0.62242,1.13174,1.10845,802.584,889.627,129.405
81,0.01448,0.26156,0.61935,0.01932,0.18628,0.64556,0.01653,0.36978,0.61253,1.07553,1.04181,802.498,836.052,79.083
82,0.02151,0.22088,0.64952,0.01241,0.27855,0.61811,0.0229,0.34944,0.66628,1.12563,1.11814,802.55,897.36,157.507
83,0.01065,0.37284,0.67367,0.01838,0.27245,0.63773,0.02276,0.34773,0.624,1.15675,1.15861,802.637,929.94,176.193
84,0.01518,0.22504,0.6521,0.02252,0.33419,0.62062,0.01593,0.37823,0.66345,1.11453,1.08947,802.563,874.366,120.97
85,0.02062,0.20645,0.64928,0.01301,0.28454,0.60684,0.02011,0.37303,0.66972,1.19105,1.19506,802.643,959.206,210.268
86,0.01639,0.26814,0.62101,0.01656,0.21309,0.62754,0.0228,0.33341,0.66084,1.16666,1.16053,802.622,931.463,168.605
87,0.02,0.19699,0.6675,0.02457,0.26869,0.61701,0.02447,0.19255,0.61945,1.1573,1.15697,802.44,928.398,250.981
88,0.0232,0.25862,0.64897,0.02118,0.2204,0.61248,0.01239,0.31919,0.6171,1.07743,1.05593,802.448,847.327,129.894
89,0.01113,0.27208,0.62373,0.02496,0.31195,0.6412,0.01535,0.19525,0.63822,1.17546,1.17921,802.662,946.506,170.4
90,0.01495,0.26279,0.61381,0.01549,0.22324,0.63464,0.02229,0.34375,0.66589,1.11253,1.10145,802.555,883.972,122.75
91,0.0211,0.22472,0.63931,0.02049,0.31293,0.61889,0.01552,0.31153,0.65922,1.16046,1.16458,802.567,934.65,209.379
92,0.0129,0.24916,0.62939,0.02301,0.31489,0.62397,0.01504,0.18283,0.63769,1.13999,1.13134,802.605,908.02,141.807
93,0.01777,0.23971,0.64675,0.01409,0.24839,0.61192,0.02204,0.34775,0.66401,1.07481,1.05165,802.42,843.867,129.315
94,0.01818,0.25134,0.61548,0.01808,0.27158,0.66415,0.02043,0.35031,0.66631,1.13507,1.13195,802.541,908.441,192.56
95,0.01267,0.25224,0.62313,0.02454,0.31655,0.63982,0.01803,0.19482,0.63976,1.08669,1.06145,802.5,851.816,87.2595
96,0.01196,0.29124,0.67325,0.02302,0.24274,0.64961,0.01306,0.2834,0.62572,1.13481,1.13087,802.588,907.625,151.122
97,0.01249,0.33167,0.67214,0.01874,0.25172,0.65176,0.01429,0.28624,0.62104,1.21015,1.22506,802.689,983.338,226.96
98,0.02238,0.1792,0.66725,0.02332,0.24915,0.61364,0.0238,0.19511,0.61399,1.0633,1.02705,802.294,823.997,152.624
99,0.0205,0.24552,0.65508,0.0205,0.28552,0.61988,0.02358,0.17724,0.65812,1.22732,1.25288,802.661,1005.64,251.498
100,0.02210,0.20228,0.65356,0.01389,0.29374,0.67546,0.01380,0.31076,0.62099,1.10625,1.08137,802.532,867.836,117.895
