Design_Point,radius_1,x_1,y_1,radius_2,x_2,y_2,radius_3,x_3,y_3,Point_Turbine_Velocity,Plane_Turbine_Velocity,Ideal_Turbine_Thrust,Ideal_Turbine_Power,Ringed_Duct_Thrust
44,0.014,0.305,0.607,0.012,0.2,0.61,0.014,0.347,0.612,1.09555,1.07148,802.575,859.946,88.4958
45,0.0245,0.278,0.649,0.0235,0.227,0.62,0.014,0.299,0.608,1.2587,1.30081,802.709,1044.17,289.085
46,0.012,0.185,0.619,0.0175,0.284,0.668,0.021,0.244,0.649,1.09493,1.07712,802.544,864.433,98.8997
47,0.0185,0.2,0.656,0.014,0.345,0.627,0.0185,0.267,0.664,1.10529,1.08963,802.555,874.491,123.794
48,0.0135,0.381,0.643,0.0105,0.257,0.678,0.0115,0.174,0.673,1.09217,1.05416,802.557,846.025,95.2069
49,0.0235,0.224,0.624,0.0195,0.316,0.632,0.0235,0.369,0.633,1.15013,1.14285,802.585,917.235,171.791
50,0.015,0.211,0.667,0.011,0.337,0.609,0.0125,0.264,0.61,1.114,1.09172,802.571,876.184,116.627
51,0.019,0.321,0.645,0.02,0.178,0.658,0.019,0.349,0.611,1.0867,1.05997,802.498,850.624,118.757
52,0.017,0.373,0.618,0.02,0.332,0.659,0.014,0.275,0.639,1.10798,1.0917,802.576,876.17,113.074
53,0.02,0.216,0.65,0.0135,0.273,0.613,0.021,0.33,0.667,1.17625,1.18674,802.619,952.503,210.825
54,0.014,0.184,0.61,0.014,0.179,0.661,0.0105,0.363,0.675,1.05957,1.01935,802.467,817.992,85.6637
55,0.02045,0.26109,0.6508,0.01978,0.29336,0.62357,0.02341,0.17638,0.66418,1.31977,1.37581,802.724,1104.4,383.406
56,0.0205,0.27587,0.64528,0.01968,0.31551,0.63086,0.02288,0.18583,0.66577,1.2067,1.21529,802.645,975.442,223.203
57,0.02042,0.25916,0.65243,0.0183,0.27788,0.61628,0.02397,0.17399,0.66603,1.2216,1.24249,802.57,997.182,272.531
58,0.02037,0.25608,0.65304,0.02187,0.29248,0.62778,0.023,0.173,0.66071,1.34864,1.43087,802.785,1148.68,422.497
59,0.01916,0.26592,0.65952,0.02267,0.29461,0.62639,0.0216,0.1716,0.66841,1.30981,1.3746,802.741,1103.45,377.641
60,0.02034,0.29511,0.65402,0.02242,0.25756,0.62966,0.0226,0.17338,0.65902,1.09551,1.08291,802.469,869.005,122.032
61,0.01991,0.22557,0.65571,0.0218,0.32074,0.62444,0.02263,0.17592,0.66266,1.10607,1.08692,802.528,872.281,106.345
62,0.02045,0.26577,0.66292,0.02146,0.30368,0.62323,0.02366,0.17572,0.65948,1.15101,1.15017,802.547,923.065,174.116
63,0.01953,0.24015,0.65138,0.02163,0.27409,0.62219,0.02175,0.17612,0.66216,1.19949,1.22461,802.6,982.87,239.046
64,0.02112,0.2442,0.64807,0.02096,0.29182,0.62691,0.02375,0.17941,0.65418,1.15867,1.16835,802.59,937.708,178.209
65,0.01946,0.26208,0.64957,0.02177,0.30825,0.63361,0.02206,0.17206,0.66794,1.16569,1.16494,802.612,934.995,174.236
66,0.02116,0.26249,0.65176,0.02226,0.29932,0.62171,0.02204,0.17475,0.66796,1.18214,1.19323,802.574,957.655,213.888
67,0.01892,0.24818,0.6568,0.02088,0.28467,0.62917,0.02355,0.17355,0.6627,1.1833,1.19491,802.6,959.032,201.015
68,0.01937,0.26356,0.65367,0.02082,0.2989,0.62612,0.02168,0.17282,0.6577,1.1874,1.19383,802.602,958.17,213.535
69,0.02071,0.24496,0.65428,0.02162,0.27802,0.62475,0.02427,0.17427,0.66409,1.17159,1.18346,802.524,949.752,215.835
70,0.02015,0.24811,0.65356,0.02096,0.29655,0.62502,0.02297,0.19849,0.65912,1.17215,1.18482,802.612,950.949,188.751
71,0.01944,0.25086,0.65583,0.02305,0.29525,0.63172,0.02235,0.17235,0.66219,1.16427,1.15952,802.57,930.599,174.136
72,0.02049,0.26529,0.65016,0.02097,0.30476,0.63196,0.02362,0.17362,0.66177,1.26123,1.29955,802.713,1043.17,296.46
73,0.01918,0.26782,0.65293,0.02167,0.30162,0.62659,0.02354,0.17355,0.66646,1.31529,1.37942,802.757,1107.34,371.057
74,0.01949,0.2553,0.65044,0.02141,0.30062,0.6222,0.02402,0.17402,0.6579,1.14845,1.14398,802.558,918.11,160.77
75,0.02001,0.26493,0.65658,0.02091,0.29966,0.63137,0.02273,0.18776,0.66727,1.20109,1.21795,802.61,977.542,238.574
76,0.01953,0.25496,0.64652,0.02122,0.29405,0.62924,0.02312,0.17312,0.665,1.28398,1.33465,802.732,1071.36,334.461
77,0.02097,0.24673,0.65394,0.02039,0.28793,0.62547,0.02233,0.17233,0.65794,1.1619,1.1723,802.582,940.866,189.157
78,0.01895,0.24988,0.65493,0.0215,0.29802,0.6226,0.02258,0.17259,0.66742,1.2118,1.23288,802.67,989.596,231.992
79,0.02011,0.26617,0.6484,0.02231,0.30567,0.62808,0.02323,0.19095,0.6632,1.27617,1.31949,802.711,1059.17,327.176
80,0.01869,0.26098,0.65097,0.02277,0.29569,0.62481,0.02235,0.17235,0.66765,1.1616,1.17321,802.534,941.537,205.768
81,0.01973,0.24967,0.65256,0.02107,0.31155,0.62776,0.02348,0.17348,0.66546,1.15398,1.15638,802.595,928.107,160.71
82,0.01947,0.26004,0.65715,0.02101,0.2844,0.62075,0.02295,0.17819,0.66313,1.26169,1.30452,802.662,1047.09,308.748
83,0.01919,0.27111,0.64857,0.0204,0.30782,0.62903,0.02394,0.17394,0.66606,1.29234,1.3458,802.748,1080.34,346.755
84,0.01919,0.26088,0.652,0.02168,0.29907,0.6325,0.02421,0.17421,0.6613,1.29852,1.34314,802.73,1078.18,343.227
85,0.01837,0.26275,0.65319,0.02017,0.29238,0.62552,0.02348,0.17348,0.66652,1.18097,1.1837,802.549,949.975,215.045
86,0.01982,0.24877,0.6584,0.02194,0.29533,0.62357,0.02239,0.17239,0.66276,1.20344,1.21792,802.637,977.552,221.39
87,0.02016,0.27736,0.65276,0.02167,0.31345,0.62787,0.02461,0.17461,0.66539,1.31501,1.37165,802.756,1101.1,376.929
88,0.02051,0.26445,0.64392,0.02098,0.30521,0.62876,0.02462,0.17462,0.66538,1.17442,1.18056,802.595,947.512,190.191
89,0.01916,0.26258,0.65913,0.02248,0.30062,0.62699,0.02401,0.17401,0.66599,1.20614,1.2258,802.625,983.858,237.475
90,0.02006,0.27702,0.64975,0.02094,0.31569,0.62515,0.0225,0.1725,0.6675,1.14089,1.13269,802.551,909.039,161.099
91,0.01989,0.25967,0.64832,0.02049,0.29813,0.63053,0.02407,0.19833,0.66171,1.33381,1.39214,802.785,1117.59,388.734
92,0.01952,0.26833,0.64692,0.02112,0.30945,0.63567,0.02414,0.19182,0.66586,1.24902,1.28762,802.718,1033.6,279.877
93,0.01942,0.26468,0.64467,0.02059,0.30545,0.63453,0.02328,0.1834,0.65993,1.18412,1.18439,802.621,950.62,187.945
94,0.01977,0.27628,0.64902,0.02047,0.31518,0.63254,0.02493,0.19735,0.66106,1.23779,1.27033,802.691,1019.68,276.764
95,0.01859,0.26847,0.64935,0.02174,0.30656,0.63088,0.02459,0.20541,0.66541,1.30119,1.35134,802.758,1084.8,345.305
96,0.01907,0.25322,0.64695,0.02121,0.31421,0.63169,0.0245,0.19463,0.6655,1.13008,1.1128,802.55,893.078,131.013
97,0.02033,0.26031,0.65456,0.0205,0.29312,0.62702,0.02455,0.18404,0.65656,1.25934,1.29511,802.675,1039.55,297.908
98,0.0203,0.25086,0.64897,0.02165,0.29244,0.63473,0.02317,0.19011,0.66098,1.28319,1.32287,802.746,1061.93,302.068
99,0.0198,0.2584,0.6497,0.0219,0.3001,0.6368,0.0236,0.2071,0.6615,1.31045,1.36092,802.765,1092.5,353.082
100,0.02054,0.25481,0.64681,0.02117,0.29714,0.63592,0.02323,0.19341,0.66619,1.28496,1.32459,802.739,1063.3,316.007
