Design_Point,radius_1,x_1,y_1,radius_2,x_2,y_2,radius_3,x_3,y_3,Point_Turbine_Velocity,Plane_Turbine_Velocity,Ideal_Turbine_Thrust,Ideal_Turbine_Power,Ringed_Duct_Thrust
44,0.014,0.305,0.607,0.012,0.2,0.61,0.014,0.347,0.612,1.09555,1.07148,802.575,859.946,88.4958
45,0.0245,0.278,0.649,0.0235,0.227,0.62,0.014,0.299,0.608,1.2587,1.30081,802.709,1044.17,289.085
46,0.012,0.185,0.619,0.0175,0.284,0.668,0.021,0.244,0.649,1.09493,1.07712,802.544,864.433,98.8997
47,0.0185,0.2,0.656,0.014,0.345,0.627,0.0185,0.267,0.664,1.10529,1.08963,802.555,874.491,123.794
48,0.0135,0.381,0.643,0.0105,0.257,0.678,0.0115,0.174,0.673,1.09217,1.05416,802.557,846.025,95.2069
49,0.0235,0.224,0.624,0.0195,0.316,0.632,0.0235,0.369,0.633,1.15013,1.14285,802.585,917.235,171.791
50,0.015,0.211,0.667,0.011,0.337,0.609,0.0125,0.264,0.61,1.114,1.09172,802.571,876.184,116.627
51,0.019,0.321,0.645,0.02,0.178,0.658,0.019,0.349,0.611,1.0867,1.05997,802.498,850.624,118.757
52,0.017,0.373,0.618,0.02,0.332,0.659,0.014,0.275,0.639,1.10798,1.0917,802.576,876.17,113.074
53,0.02,0.216,0.65,0.0135,0.273,0.613,0.021,0.33,0.667,1.17625,1.18674,802.619,952.503,210.825
54,0.014,0.184,0.61,0.014,0.179,0.661,0.0105,0.363,0.675,1.05957,1.01935,802.467,817.992,85.6637
55,0.02381,0.28766,0.64708,0.02397,0.2448,0.62178,0.01421,0.31081,0.61444,1.14486,1.13105,802.511,907.68,167.436
56,0.02437,0.27621,0.64853,0.02353,0.22521,0.61938,0.01412,0.30021,0.6073,1.21504,1.24209,802.647,996.962,255.393
57,0.01601,0.21951,0.65073,0.02294,0.3312,0.6221,0.01601,0.38002,0.66614,1.10827,1.08572,802.556,871.351,120.915
58,0.01634,0.37166,0.66414,0.0166,0.25962,0.63193,0.02314,0.32982,0.62424,1.14593,1.13646,802.613,912.135,152.736
59,0.01963,0.29052,0.61944,0.01648,0.2242,0.62536,0.02363,0.33856,0.66169,1.23404,1.25471,802.715,1007.17,236.819
60,0.01467,0.29225,0.67216,0.02308,0.18386,0.66522,0.01615,0.26479,0.6262,1.126,1.1214,802.562,899.991,150.659
61,0.02041,0.24739,0.65409,0.02065,0.28751,0.62013,0.02341,0.17496,0.65734,1.23427,1.2621,802.669,1013.05,253.136
62,0.02039,0.24685,0.65436,0.02013,0.28577,0.62062,0.02351,0.1761,0.65688,1.20776,1.22573,802.636,983.816,226.349
63,0.0205,0.24411,0.65454,0.02069,0.28762,0.61982,0.02365,0.17371,0.65954,1.22693,1.25164,802.663,1004.65,244.041
64,0.02066,0.24707,0.65602,0.02079,0.28907,0.61901,0.02342,0.17887,0.65774,1.24324,1.27417,802.687,1022.76,260.461
65,0.0247,0.2803,0.6497,0.02345,0.22914,0.62083,0.01383,0.29707,0.60885,1.2838,1.32341,802.71,1062.31,319.529
66,0.02424,0.28069,0.64907,0.02336,0.22955,0.62075,0.01371,0.29812,0.60875,1.23522,1.25577,802.645,1007.94,269.276
67,0.02487,0.27886,0.64916,0.02373,0.22957,0.62024,0.01425,0.30074,0.60924,1.24836,1.2877,802.675,1033.6,297.827
68,0.02488,0.27723,0.6503,0.02334,0.22654,0.61933,0.01376,0.29793,0.60713,1.1772,1.17589,802.575,943.736,193.885
69,0.01773,0.27281,0.61196,0.01555,0.29649,0.67326,0.02135,0.37862,0.65944,1.22319,1.2391,802.692,994.615,230.336
70,0.0246,0.2793,0.64883,0.02357,0.22527,0.62165,0.01412,0.29411,0.60863,1.17663,1.17695,802.553,944.567,191.889
71,0.01623,0.22132,0.63885,0.02036,0.3446,0.64399,0.02088,0.26127,0.62771,1.14907,1.14665,802.599,920.297,167.538
72,0.01676,0.22175,0.63519,0.02064,0.34739,0.646,0.02012,0.26001,0.62826,1.24068,1.26358,802.723,1014.31,272.907
73,0.02047,0.24659,0.65481,0.02059,0.28966,0.61897,0.02352,0.17926,0.65827,1.20176,1.21657,802.626,976.447,217.387
74,0.02002,0.28987,0.61946,0.01649,0.22454,0.62535,0.02336,0.34171,0.66138,1.22048,1.24573,802.705,999.952,229.069
75,0.02069,0.24632,0.65588,0.0208,0.28613,0.6202,0.02342,0.17407,0.65758,1.21482,1.23553,802.639,991.684,238.634
76,0.02049,0.24718,0.65533,0.02087,0.28371,0.61935,0.02329,0.17969,0.65801,1.25344,1.29341,802.688,1038.2,280.785
77,0.01955,0.34461,0.65375,0.0233,0.26586,0.6449,0.01522,0.19899,0.63902,1.1826,1.18512,802.631,951.214,211.921
78,0.019,0.33771,0.65331,0.02322,0.26307,0.64291,0.01494,0.20536,0.63996,1.19295,1.20888,802.681,970.348,240.072
79,0.0178,0.27583,0.61118,0.01577,0.29544,0.67345,0.02089,0.37831,0.66075,1.25992,1.29171,802.734,1036.9,270.791
80,0.02028,0.24672,0.65493,0.02086,0.28248,0.61981,0.02351,0.17752,0.6581,1.21877,1.24564,802.634,999.796,243.962
81,0.01681,0.22641,0.63575,0.02051,0.3467,0.64566,0.02014,0.2646,0.62809,1.30442,1.3524,802.818,1085.73,322.177
82,0.01692,0.22951,0.63559,0.02046,0.34664,0.64573,0.02004,0.26803,0.62805,1.29063,1.33902,802.798,1074.97,325.367
83,0.01704,0.22633,0.63681,0.02055,0.34576,0.64497,0.02004,0.26432,0.6276,1.23413,1.26171,802.72,1012.8,265.561
84,0.01675,0.22754,0.6351,0.02036,0.34841,0.6461,0.02043,0.26628,0.62924,1.29876,1.3559,802.837,1088.57,322.103
85,0.0165,0.22884,0.63438,0.02056,0.34794,0.64527,0.02041,0.26726,0.62823,1.26617,1.30495,802.77,1047.57,284.2
86,0.01778,0.27485,0.61093,0.01579,0.29568,0.67262,0.02106,0.37894,0.66193,1.26192,1.29346,802.738,1038.31,275.495
87,0.01648,0.22794,0.63517,0.02019,0.34614,0.64683,0.0202,0.26609,0.62873,1.20887,1.2329,802.698,989.645,247.898
88,0.01691,0.22797,0.63507,0.02073,0.35076,0.64531,0.02058,0.267,0.62903,1.26944,1.31555,802.778,1056.09,314.406
89,0.01682,0.22675,0.63438,0.02028,0.34637,0.64446,0.02037,0.26553,0.62874,1.26625,1.30395,802.769,1046.77,294.946
90,0.01904,0.34487,0.65557,0.02342,0.26499,0.64111,0.01515,0.20371,0.64004,1.20575,1.2271,802.683,984.976,217.833
91,0.01669,0.22753,0.6354,0.02034,0.35278,0.64561,0.02031,0.26579,0.62781,1.31036,1.37144,802.849,1101.06,330.539
92,0.01662,0.22465,0.63547,0.02036,0.35175,0.64562,0.02037,0.27115,0.62782,1.12803,1.11604,802.573,895.703,136.516
93,0.01682,0.22712,0.63477,0.02037,0.35014,0.64648,0.02043,0.26558,0.62692,1.29557,1.3409,802.799,1076.47,328.056
94,0.02065,0.24645,0.65485,0.02073,0.28505,0.6195,0.02312,0.17865,0.65843,1.24737,1.28451,802.688,1031.06,273.014
95,0.01352,0.24716,0.63129,0.01795,0.36745,0.66603,0.02076,0.28878,0.66114,1.15369,1.14597,802.63,919.791,162.562
96,0.0157,0.37361,0.6653,0.01675,0.26888,0.63319,0.02342,0.31805,0.6301,1.18408,1.19514,802.691,959.332,181.61
97,0.0198,0.29037,0.61885,0.01648,0.22022,0.62556,0.0233,0.33575,0.66199,1.21071,1.22243,802.677,981.214,211.299
98,0.02149,0.303,0.65409,0.02363,0.24567,0.6329,0.01426,0.3414,0.62053,1.12927,1.10829,802.554,889.463,136.676
99,0.02458,0.2777,0.64958,0.02344,0.22794,0.62011,0.0139,0.30247,0.60984,1.23085,1.25807,802.653,1009.79,277.511
100,0.02071,0.24819,0.65512,0.02078,0.28448,0.61939,0.02331,0.18100,0.65721,1.22453,1.24831,802.64,1001.94,246.208
